"","ASV","Count","rel_abun","Family","Host","Total","Core"
"M. lessertiana.119","ASV639",7,0.0071536606303397,NA,"M. lessertiana",88088,"Yes"
"M. lessertiana.120","ASV648",12,0.0122634182234395,NA,"M. lessertiana",88088,"No"
"M. lessertiana.121","ASV649",8,0.00817561214895965,NA,"M. lessertiana",88088,"No"
"M. lessertiana.122","ASV692",452,0.46192208641622,NA,"M. lessertiana",88088,"No"
"M. lessertiana.123","ASV736",62,0.0633609941544373,NA,"M. lessertiana",88088,"Yes"
"M. lessertiana.124","ASV748",123,0.125700036790255,NA,"M. lessertiana",88088,"No"
"M. lessertiana.125","ASV772",32,0.0327024485958386,NA,"M. lessertiana",88088,"No"
"M. lessertiana.126","ASV83",13,0.0132853697420594,NA,"M. lessertiana",88088,"No"
"M. lessertiana.127","ASV87",22,0.022482933409639,NA,"M. lessertiana",88088,"No"
"M. lessertiana.128","ASV873",6,0.00613170911171974,NA,"M. lessertiana",88088,"No"
"M. lessertiana.129","ASV877",98,0.100151248824756,NA,"M. lessertiana",88088,"No"
"M. lessertiana.130","ASV88",27,0.0275926910027388,NA,"M. lessertiana",88088,"Yes"
"M. lessertiana.131","ASV884",4,0.00408780607447983,NA,"M. lessertiana",88088,"Yes"
"M. lessertiana.132","ASV92",44,0.0449658668192781,NA,"M. lessertiana",88088,"No"
"M. lessertiana.133","ASV926",612,0.625434329395414,NA,"M. lessertiana",88088,"Yes"
"M. lessertiana.134","ASV958",41,0.0419000122634182,NA,"M. lessertiana",88088,"No"
"M. lessertiana.135","ASV964",15,0.0153292727792994,NA,"M. lessertiana",88088,"No"
"M. lessertiana.136","ASV979",122,0.124678085271635,NA,"M. lessertiana",88088,"Yes"
"R. hawaiensis.1","ASV1007",551,0.260324389702304,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.2","ASV1015",373,0.176226855460906,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.3","ASV1038",5,0.00236229028767971,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.4","ASV1040",70,0.033072064027516,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.5","ASV112",18,0.00850424503564696,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.6","ASV1129",38,0.0179534061863658,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.7","ASV1135",3730,1.76226855460906,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.8","ASV1155",511,0.241426067400867,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.9","ASV1175",162,0.0765382053208226,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.10","ASV1176",307,0.145044623663534,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.11","ASV1189",525,0.24804048020637,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.12","ASV1191",104,0.049135637983738,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.13","ASV1195",710,0.335445220850519,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.14","ASV1197",46,0.0217330706466533,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.15","ASV1199",21,0.00992161920825479,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.16","ASV1204",177,0.0836250761838618,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.17","ASV1207",29,0.0137012836685423,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.18","ASV1208",299,0.141264959203247,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.19","ASV1217",5,0.00236229028767971,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.20","ASV1228",5,0.00236229028767971,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.21","ASV1231",1,0.000472458057535942,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.22","ASV1233",167,0.0789004956085024,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.23","ASV1240",306,0.144572165605998,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.24","ASV1243",121,0.057167424961849,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.25","ASV1256",55,0.0259851931644768,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.26","ASV1265",14,0.00661441280550319,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.27","ASV1268",82,0.0387415607179473,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.28","ASV1271",708,0.334500304735447,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.29","ASV1272",739,0.349146504519061,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.30","ASV1279",284,0.134178088340208,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.31","ASV1280",227,0.107247979060659,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.32","ASV1303",88,0.0415763090631629,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.33","ASV1313",211,0.0996886501400838,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.34","ASV1336",10,0.00472458057535942,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.35","ASV1351",12,0.00566949669043131,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.36","ASV137",52,0.024567818991869,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.37","ASV1371",10,0.00472458057535942,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.38","ASV1391",75,0.0354343543151957,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.39","ASV1400",379,0.179061603806122,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.40","ASV1428",6933,3.27555171289669,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.41","ASV1450",461,0.217803164524069,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.42","ASV1452",164,0.0774831214358945,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.43","ASV1454",119,0.0562225088467771,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.44","ASV1456",401,0.189455681071913,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.45","ASV1457",176,0.0831526181263258,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.46","ASV1468",7693,3.634619836624,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.47","ASV1475",7517,3.55146721849768,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.48","ASV1476",2071,0.978460637156936,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.49","ASV1481",134,0.0633093797098163,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.50","ASV1483",139,0.065671669997496,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.51","ASV1484",879,0.415290632574093,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.52","ASV1492",114,0.0538602185590974,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.53","ASV1494",279,0.131815798052528,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.54","ASV1501",317,0.149769204238894,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.55","ASV1514",36633,17.3075560217142,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.56","ASV1534",54,0.0255127351069409,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.57","ASV1550",200,0.0944916115071884,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.58","ASV1551",3378,1.59596331835641,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.59","ASV156",27,0.0127563675534704,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.60","ASV1561",7409,3.5004417482838,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.61","ASV1565",40,0.0188983223014377,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.62","ASV1566",4237,2.00180478977979,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.63","ASV1571",239,0.11291747575109,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.64","ASV1688",376,0.177644229633514,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.65","ASV1689",62,0.0292923995672284,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.66","ASV1691",633,0.299065950420251,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.67","ASV1699",2283,1.07862174535456,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.68","ASV1700",492,0.232449364307684,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.69","ASV1709",24,0.0113389933808626,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.70","ASV1717",23,0.0108665353233267,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.71","ASV1719",122,0.057639883019385,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.72","ASV1727",18,0.00850424503564696,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.73","ASV1731",36,0.0170084900712939,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.74","ASV1742",19,0.0089767030931829,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.75","ASV1777",66,0.0311822317973722,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.76","ASV1787",308,0.14551708172107,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.77","ASV1792",313,0.14787937200875,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.78","ASV1795",3037,1.43485512073666,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.79","ASV1797",152,0.0718136247454632,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.80","ASV1798",69,0.03259960596998,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.81","ASV1801",152,0.0718136247454632,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.82","ASV1815",61,0.0288199415096925,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.83","ASV1823",4,0.00188983223014377,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.84","ASV1836",14,0.00661441280550319,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.85","ASV1845",34,0.016063573956222,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.86","ASV1858",101,0.0477182638111302,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.87","ASV1863",19,0.0089767030931829,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.88","ASV1871",1228,0.580178494654137,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.89","ASV1875",123,0.0581123410769209,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.90","ASV1876",120,0.0566949669043131,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.91","ASV1877",144,0.0680339602851757,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.92","ASV1881",172,0.0812627858961821,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.93","ASV1895",122,0.057639883019385,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.94","ASV1913",81,0.0382691026604113,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.95","ASV1916",37,0.0174809481288299,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.96","ASV1941",6620,3.12767234088794,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.97","ASV1946",13508,6.38196344119551,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.98","ASV1948",34625,16.358860242182,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.99","ASV1953",1139,0.538129727533438,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.100","ASV2049",2343,1.10696922880671,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.101","ASV2053",4882,2.30654023689047,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.102","ASV2054",21283,10.0553248385375,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.103","ASV2055",2074,0.979878011329544,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.104","ASV2060",112,0.0529153024440255,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.105","ASV2063",397,0.187565848841769,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.106","ASV2072",179,0.0845699922989337,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.107","ASV208",159,0.0751208311482148,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.108","ASV215",22,0.0103940772657907,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.109","ASV229",11,0.00519703863289536,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.110","ASV246",13,0.00614195474796725,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.111","ASV368",1587,0.74979093730954,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.112","ASV37",886,0.418597838976845,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.113","ASV372",545,0.257489641357089,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.114","ASV378",867,0.409621135883662,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.115","ASV383",333,0.157328533159469,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.116","ASV392",2304,1.08854336456281,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.117","ASV398",748,0.353398627036885,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.118","ASV402",14,0.00661441280550319,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.119","ASV440",54,0.0255127351069409,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.120","ASV453",114,0.0538602185590974,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.121","ASV471",8,0.00377966446028754,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.122","ASV592",6,0.00283474834521565,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.123","ASV630",8,0.00377966446028754,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.124","ASV642",16,0.00755932892057508,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.125","ASV653",4,0.00188983223014377,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.126","ASV714",23,0.0108665353233267,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.127","ASV736",180,0.0850424503564696,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.128","ASV757",5,0.00236229028767971,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.129","ASV767",16,0.00755932892057508,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.130","ASV83",30,0.0141737417260783,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.131","ASV87",10,0.00472458057535942,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.132","ASV88",9,0.00425212251782348,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.133","ASV884",13,0.00614195474796725,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.134","ASV92",8,0.00377966446028754,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.135","ASV924",8,0.00377966446028754,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.136","ASV926",110,0.0519703863289536,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.137","ASV945",188,0.0888221148167571,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.138","ASV949",19,0.0089767030931829,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.139","ASV952",88,0.0415763090631629,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.140","ASV954",66,0.0311822317973722,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.141","ASV958",29,0.0137012836685423,NA,"R. hawaiensis",197245,"No"
"R. hawaiensis.142","ASV966",185,0.0874047406441493,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.143","ASV979",35,0.016536032013758,NA,"R. hawaiensis",197245,"Yes"
"R. hawaiensis.144","ASV989",76,0.0359068123727316,NA,"R. hawaiensis",197245,"Yes"
